uuid,b_m,d_phi,d_v,g_m,id,r_sc_a,r_sc_b,r_sc_c,s_rated_a,s_rated_b,s_rated_c,tap_max,tap_min,tap_neutr,v_rated_a,v_rated_b,v_rated_c,x_sc_a,x_sc_b,x_sc_c
62aef8ec-7e68-43e5-9678-8cde101f0116,-519.4864,0.0,1.5,12.985,HoeS_HS_MS,0.1444,0.5776,1.1552,300000.0,300000.0,100000.0,10,-10,0,380.0,110.0,30.0,24.066121,60.164118,199.750106
